T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
566,Nigeria,2010,Changes in stocks (petajoules),-17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2015,Changes in stocks (petajoules),-88,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2020,Changes in stocks (petajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2021,Changes in stocks (petajoules),214,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,1995,Total supply (petajoules),"3,056",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2000,Total supply (petajoules),"3,657",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2005,Total supply (petajoules),"4,429",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2010,Total supply (petajoules),"5,387",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2015,Total supply (petajoules),"6,125",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2019,Total supply (petajoules),"6,699",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2020,Total supply (petajoules),"6,721",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2021,Total supply (petajoules),"6,896",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,1995,Supply per capita (gigajoules),28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2000,Supply per capita (gigajoules),30,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2005,Supply per capita (gigajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2010,Supply per capita (gigajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2015,Supply per capita (gigajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2019,Supply per capita (gigajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2020,Supply per capita (gigajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2021,Supply per capita (gigajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,1995,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2000,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2005,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2010,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2015,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2019,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2020,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2021,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,1995,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2000,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2005,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2010,Net imports [Imports - Exports - Bunkers] (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2015,Net imports [Imports - Exports - Bunkers] (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2019,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2020,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2021,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,1995,Total supply (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2000,Total supply (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2005,Total supply (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2010,Total supply (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2015,Total supply (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2019,Total supply (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2020,Total supply (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2021,Total supply (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,1995,Supply per capita (gigajoules),32,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2000,Supply per capita (gigajoules),38,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2005,Supply per capita (gigajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2010,Supply per capita (gigajoules),38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2015,Supply per capita (gigajoules),47,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2019,Supply per capita (gigajoules),48,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2020,Supply per capita (gigajoules),47,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
570,Niue,2021,Supply per capita (gigajoules),48,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,1995,Primary energy production (petajoules),66,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2000,Primary energy production (petajoules),64,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2005,Primary energy production (petajoules),66,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2010,Primary energy production (petajoules),68,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2015,Primary energy production (petajoules),58,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2019,Primary energy production (petajoules),52,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2020,Primary energy production (petajoules),50,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2021,Primary energy production (petajoules),41,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),52,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),53,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),58,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2019,Net imports [Imports - Exports - Bunkers] (petajoules),69,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2020,Net imports [Imports - Exports - Bunkers] (petajoules),68,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,2021,Net imports [Imports - Exports - Bunkers] (petajoules),75,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
807,North Macedonia,1995,Changes in stocks (petajoules),5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
