T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
17,Middle Africa,1995,GDP in constant 2015 prices (millions of US dollars),"85,635",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2005,GDP in constant 2015 prices (millions of US dollars),"140,505",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2010,GDP in constant 2015 prices (millions of US dollars),"192,186",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2015,GDP in constant 2015 prices (millions of US dollars),"242,684",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2020,GDP in constant 2015 prices (millions of US dollars),"239,188",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2021,GDP in constant 2015 prices (millions of US dollars),"244,752",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2022,GDP in constant 2015 prices (millions of US dollars),"254,834",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,1995,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2005,GDP real rates of growth (percent),9.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2010,GDP real rates of growth (percent),4.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2015,GDP real rates of growth (percent),2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2020,GDP real rates of growth (percent),-2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2021,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
17,Middle Africa,2022,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,1995,GDP in current prices (millions of US dollars),"183,240",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2005,GDP in current prices (millions of US dollars),"310,532",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2010,GDP in current prices (millions of US dollars),"448,120",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2015,GDP in current prices (millions of US dollars),"377,771",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2020,GDP in current prices (millions of US dollars),"369,839",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2021,GDP in current prices (millions of US dollars),"458,451",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2022,GDP in current prices (millions of US dollars),"444,845",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,1995,GDP per capita (US dollars),"3,663",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2005,GDP per capita (US dollars),"5,553",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2010,GDP per capita (US dollars),"7,583",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2015,GDP per capita (US dollars),"5,929",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2020,GDP per capita (US dollars),"5,498",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2021,GDP per capita (US dollars),"6,743",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2022,GDP per capita (US dollars),"6,485",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,1995,GDP in constant 2015 prices (millions of US dollars),"207,820",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2005,GDP in constant 2015 prices (millions of US dollars),"289,208",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2010,GDP in constant 2015 prices (millions of US dollars),"337,096",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2015,GDP in constant 2015 prices (millions of US dollars),"377,771",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2020,GDP in constant 2015 prices (millions of US dollars),"369,421",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2021,GDP in constant 2015 prices (millions of US dollars),"387,810",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2022,GDP in constant 2015 prices (millions of US dollars),"395,964",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,1995,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2005,GDP real rates of growth (percent),5.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2010,GDP real rates of growth (percent),3.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2015,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2020,GDP real rates of growth (percent),-6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2021,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
18,Southern Africa,2022,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,1995,GDP in current prices (millions of US dollars),"105,290",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,2005,GDP in current prices (millions of US dollars),"265,234",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,2010,GDP in current prices (millions of US dollars),"511,565",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,2015,GDP in current prices (millions of US dollars),"685,936",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,2020,GDP in current prices (millions of US dollars),"693,913",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
11,Western Africa,2021,GDP in current prices (millions of US dollars),"728,646",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
