T14,Gross value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
384,Côte d’Ivoire,1995,Industry (% of gross value added),22.3,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2005,Industry (% of gross value added),24.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2010,Industry (% of gross value added),22.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2015,Industry (% of gross value added),21.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2020,Industry (% of gross value added),23.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2021,Industry (% of gross value added),23.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2022,Industry (% of gross value added),24.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,1995,Services (% of gross value added),51.1,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2005,Services (% of gross value added),51.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2010,Services (% of gross value added),52.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2015,Services (% of gross value added),58.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2020,Services (% of gross value added),56.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2021,Services (% of gross value added),58.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
384,Côte d’Ivoire,2022,Services (% of gross value added),58.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2021,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2022,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,1995,Industry (% of gross value added),32.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2005,Industry (% of gross value added),28.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2010,Industry (% of gross value added),25.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2015,Industry (% of gross value added),24.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2020,Industry (% of gross value added),24.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2021,Industry (% of gross value added),24.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2022,Industry (% of gross value added),23.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,1995,Services (% of gross value added),61.0,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2005,Services (% of gross value added),67.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2010,Services (% of gross value added),70.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2015,Services (% of gross value added),71.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
191,Croatia,2020,Services (% of gross value added),71.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
