T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
191,Croatia,2010,Emissions per capita (Kilograms of carbon dioxide),4.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
191,Croatia,2015,Emissions per capita (Kilograms of carbon dioxide),3.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
191,Croatia,2019,Emissions per capita (Kilograms of carbon dioxide),3.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
191,Croatia,2020,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
191,Croatia,2021,Emissions per capita (Kilograms of carbon dioxide),3.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),"26,426",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),"30,685",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),"25,009",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),"32,550",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),"28,677",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2019,Emissions (thousand metric tons of carbon dioxide),"22,157",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2020,Emissions (thousand metric tons of carbon dioxide),"21,129",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2021,Emissions (thousand metric tons of carbon dioxide),"22,451",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,1975,Emissions per capita (Kilograms of carbon dioxide),2.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,1985,Emissions per capita (Kilograms of carbon dioxide),3.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2005,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2010,Emissions per capita (Kilograms of carbon dioxide),2.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2015,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2019,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2020,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
192,Cuba,2021,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2015,Emissions (thousand metric tons of carbon dioxide),"7,197",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2019,Emissions (thousand metric tons of carbon dioxide),"2,314",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2020,Emissions (thousand metric tons of carbon dioxide),"1,870",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2021,Emissions (thousand metric tons of carbon dioxide),"2,057",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2015,Emissions per capita (Kilograms of carbon dioxide),42.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2019,Emissions per capita (Kilograms of carbon dioxide),12.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2020,Emissions per capita (Kilograms of carbon dioxide),9.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
531,Curaçao,2021,Emissions per capita (Kilograms of carbon dioxide),10.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,1975,Emissions (thousand metric tons of carbon dioxide),"1,694",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,1985,Emissions (thousand metric tons of carbon dioxide),"2,788",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2005,Emissions (thousand metric tons of carbon dioxide),"6,725",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2010,Emissions (thousand metric tons of carbon dioxide),"7,180",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2015,Emissions (thousand metric tons of carbon dioxide),"5,857",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2019,Emissions (thousand metric tons of carbon dioxide),"6,263",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2020,Emissions (thousand metric tons of carbon dioxide),"5,744",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2021,Emissions (thousand metric tons of carbon dioxide),"5,822",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,1975,Emissions per capita (Kilograms of carbon dioxide),2.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,1985,Emissions per capita (Kilograms of carbon dioxide),4.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2005,Emissions per capita (Kilograms of carbon dioxide),6.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2010,Emissions per capita (Kilograms of carbon dioxide),6.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2015,Emissions per capita (Kilograms of carbon dioxide),4.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2019,Emissions per capita (Kilograms of carbon dioxide),5.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2020,Emissions per capita (Kilograms of carbon dioxide),4.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
196,Cyprus,2021,Emissions per capita (Kilograms of carbon dioxide),4.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2005,Emissions (thousand metric tons of carbon dioxide),"121,521",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2010,Emissions (thousand metric tons of carbon dioxide),"114,835",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2015,Emissions (thousand metric tons of carbon dioxide),"101,243",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2019,Emissions (thousand metric tons of carbon dioxide),"94,942",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2020,Emissions (thousand metric tons of carbon dioxide),"85,850",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2021,Emissions (thousand metric tons of carbon dioxide),"90,958",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2005,Emissions per capita (Kilograms of carbon dioxide),11.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2010,Emissions per capita (Kilograms of carbon dioxide),11.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2015,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2019,Emissions per capita (Kilograms of carbon dioxide),9.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2020,Emissions per capita (Kilograms of carbon dioxide),8.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
203,Czechia,2021,Emissions per capita (Kilograms of carbon dioxide),8.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,1975,Emissions (thousand metric tons of carbon dioxide),"98,204",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,1985,Emissions (thousand metric tons of carbon dioxide),"146,973",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2005,Emissions (thousand metric tons of carbon dioxide),"75,964",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2010,Emissions (thousand metric tons of carbon dioxide),"65,811",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2015,Emissions (thousand metric tons of carbon dioxide),"29,982",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2019,Emissions (thousand metric tons of carbon dioxide),"69,572",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2020,Emissions (thousand metric tons of carbon dioxide),"65,458",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2021,Emissions (thousand metric tons of carbon dioxide),"53,375",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,1975,Emissions per capita (Kilograms of carbon dioxide),6.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,1985,Emissions per capita (Kilograms of carbon dioxide),7.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
408,Dem. People's Rep. Korea,2005,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
